    1,    1,                   0,         -17.6366843
    1,    7,                   0,         16.76213797
    2,    2,                   0,                 -16
    2,    8,                   0,         15.20661157
    3,    3,                   0,        -17.06484642
    3,    9,                   0,         16.21865568
    4,    4,         2.552792093,         -17.4592301
    4,    7,        -1.365187713,         11.60409556
    4,    8,        -1.187604379,         5.975134533
    5,    5,         3.224200387,        -15.97092701
    5,    7,        -1.942191249,         10.51068205
    5,    9,        -1.282009138,         5.588244962
    6,    6,         2.772209954,        -23.39284902
    6,    8,        -1.617122473,          13.6979786
    6,    9,        -1.155087481,         9.784270426
    7,    1,                   0,         16.76213797
    7,    4,        -1.365187713,         11.60409556
    7,    5,        -1.942191249,         10.51068205
    7,    7,         3.307378962,        -37.96273519
    8,    2,                   0,         15.20661157
    8,    4,        -1.187604379,         5.975134533
    8,    6,        -1.617122473,          13.6979786
    8,    8,         2.804726853,        -34.01247785
    9,    3,                   0,         16.21865568
    9,    5,        -1.282009138,         5.588244962
    9,    6,        -1.155087481,         9.784270426
    9,    9,         2.437096619,        -30.64574021
